poster_session	id	session_ID	title	presenter	authors	affiliations
PS1	PO68	5	Development Of A Conventional Multiplex PCR For Identification Of !!Escherichia coli!!!, !!Escherichia fergusonii!!!, And !!Escherichia albertii!!!	Garcia Toledo	Garcia Toledo, Lisley_1; Gladney, L.M_2; Fasulo, D._3; Strockbine, N_4; Carleton, H_4; Lindsey, R. L._4	Oak Ridge Institute for Science and Education;Centers for Disease Control and Prevention; IHRC, Inc; Centers for Disease Control and Prevention; Pattern Genomics, LLC; Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention
PS1	PO69	5	A Comparison Of Diversilab Rep-PCR And CGMLST For Molecular Typing Of Carbapenem-resistant !!Acinetobacter baumannii!!! Isolates From Greece And Spain	Paul G Higgins	Paul G Higgins_1; Stefanie Gerson_1; Jennifer Nowak_1; Esther Zander_1; Harald Seifert_1	University of Cologne
PS1	PO70	5	Multilocus Sequencing Typing As A Tool To Investigate Childhood !!Haemophilus influenzae!!! Invasive Disease In Portugal	Célia Bettencourt	Célia Bettencourt_1; Vitor Borges_1; José Gonçalo Marques_2; Florbela Cunha_3; Maria Paula Bajanca-Lavado_1	Instituto Nacional de Saúde Dr. Ricardo Jorge; Hospital de Santa Maria, Centro Hospitalar Lisboa Norte, EPE; Hospital de Vila Franca de Xira
PS1	PO71	5	Cost Effective Strategy For Typing !!Brucella abortus!!! In An Endemic Scenario	Giuliano Garofolo	Giuliano Garofolo_1; Ilenia Platone_1; Katiuscia Zilli_1; Anna Abass_1; Elisabetta Di Giannatale_1	Istituto Zooprofilattico Sperimentale dell´Abruzzo e del Molise
PS1	PO73	5	Mixed !!Mycobacterium tuberculosis!!! Infections In Switzerland Identified With Whole Genome Sequencing	David Stucki	David Stucki_1; Marie Ballif_2; Hans-Jakob Furrer_3; Kathrin Zürcher_2; Matthias Egger_2; Sébastien Gagneux_1; Lukas Fenner_4	Swiss Tropical and Public Health Institute, University of Basel; Institute of Social and Preventive Medicine, University of Bern; Clinic for Infectious Diseases, Bern University Hospital, and University of Bern; Institute of Social and Preventive Medicine, University of Bern, and Swiss Tropical and Public Health Institute, University of Basel
PS2	PO01	6	Comparative Genomics Provides Insight In The Evolution Of Antimicrobial Resistance In Canine Methicillin-resistant !!Staphylococcus pseudintermedius!!!	Birgitta Duim	Birgitta Duim_1; Jaap A. Wagenaar_1; Mirlin Spaninks_1; Arjen Timmerman_1; Els M. Broens_1; Aldert Zomer_1	Utrecht University/Faculty of Veterinary Medicine
PS2	PO02	6	Comparison Of Fully Sequenced Genomes From Clinical And Non-clininal !!Enterococcus faecium!!! Strains	Young-Hee Jung	Young-Hee Jung_1; Taesoo Kwon_1; Won Kim_2	Korea National Institute of Health; Seoul National University
PS2	PO03	6	Phylogeny Of !!Mycobacterium leprae!!! Using Whole Genome Sequencing	Andrej Benjak	Andrej Benjak_1; Charlotte Avanzi_1; Chloé Loiseau_1; Philippe Busso_1; Pushpendra Singh_2; Stewart Cole_1	Global Health Institute, EPFL; Louisiana State University - School of Veterinary Medicine
PS2	PO04	6	In Silico Comparison Serotyping And Genotyping Methods For !!C.trachomatis!!!	Zhanna Amirbekova	Zhanna Amirbekova_1; Dmitriy Babenko_1	Karaganda State Medical University
PS2	PO05	6	Investigation Of The Austrian LA-MRSA Population By Whole Genome Sequence Based Typing	Sarah Lepuschitz	Sarah Lepuschitz_1; Burkhard Springer_1; Alexander Indra_1; Franz Allerberger_1; Werner Ruppitsch_1	Austrian Agency for Health and Food Safety
PS2	PO06	6	“Unexplained Neurological Illness In Children, Malkangiri, Odisha – India, 2014.”	Priyakanta Nayak	Priyakanta Nayak_1; Mohan Papanna_1; Aakash Shrivastava_1; Pradeep Khasnobis_1; Ganesh Lokhande_1; Anil Kumar_1; Srinivasa Venkatesh_1; Bikash Patnaik_2; Madan M Pradhan_2	National Centre for Disease Control; Directorate of Public Health, Odisha
PS2	PO07	6	Water On The Lungs - Characterisation Of Pathogens In Pleural Effusion By The Use Of Metagenomic Sequencing	Anna Maria Malberg Tetzschner	Anna Maria Malberg Tetzschner_1	Department of Systems Biology, The technical university of Denmark
PS2	PO08	6	Examination Of Metagenomic Analysis For Typing Of !!Campylobacter!!! In A Cultureless Future Using Present-day Technology	Katrine Grimstrup Joensen	Katrine Grimstrup Joensen_1; Søren Persson_1	Statens Serum Institut
PS2	PO09	6	The Role Of Surface Adhesins In Epidemic Hypervirulent !!Clostridium difficile!!! BI/NAP1/027 Strain And Non-epidemic Strain Virulence And Bio	Soza Baban	Soza Baban_1	UNIVERSITY OF NOTTINGHAM
PS2	PO10	6	!!Bifidobacterium bifidum!!! Yit 10347 Suppress Gut Microbiota Dysbiosis And Alleviate Severe Diarrhea In Helicobacter Pylori Eradication Therapy	Toshifumi Ohkusa	Toshifumi Ohkusa_1; Takao Osaki_2; Hideo Yonezawa_2; Shigeru Kamiya_2	Department of gastroenterology and Hepatology, The Jikei University Kashiwa Hospital; Department of Infectious Diseases, Kyorin University School of Medicine
PS2	PO11	7	Transfer Of Silenced VanA Gene Cluster By Broad Host-range Plasmid	Audun Sivertsen	Audun Sivertsen_1; Torunn Pedersen_2; Kjersti Wik Larssen_3; Kåre Bergh_3; Torunn Gresdal Rønning_3; Andreas Radke_3; Kristin Hegstad_2	University of Tromsø – The Arctic University of Norway; University hospital of North-Norway; St. Olavs Hospital
PS2	PO12	7	High-level Beta-lactam Resistance In A !!Staphylococcus aureus!!! Strain Carrying The MecC Gene Determinant	Catarina Milheiriço	Catarina Milheiriço_1; Alexander Tomasz_2; Hermínia de Lencastre1,_2	Laboratory of Molecular Genetics, Instituto de Tecnologia Química e Biológica António Xavier (ITQB), Universidade Nova de Lisboa; Laboratoty of Microbiology and Infectious Diseases, The Rockefeller University
PS2	PO13	7	Resistance To Daptomycin In Vancomycin-resistant !!Enterococcus faecium!!! During Daptomycin Treatment	Christine Elmeskov	Christine Elmeskov_1; Mette Pinholt_1; Peder Worning_1; Jesper Boye Nielsen_1; Heidi Gumpert_1; Dorte Frees_2; Henrik Westh_1	Hvidovre University Hospital; University of Copenhagen
PS2	PO14	7	Genomic Characterisation Of The Resistome And Mobilome Of Group B !!Streptococcus!!!	Pierre Emmanuel Douarre	Pierre Emmanuel Douarre_1; Elisabeth Sauvage_1; Philippe Glaser_1	Institut Pasteur
PS2	PO15	7	Investigation Of The Mechanism Involved In Tigecycline Resistance In !!Enterococcus!!! Spp.	Stefan Fiedler	Stefan Fiedler_1; Jennifer Bender_1; Carola Fleige_1; Uta Geringer_1; Ingo Klare_1; Guido Werner_1	Robert Koch-Institute, Division 13 Nosocomial Pathogens and Antibiotic Resistances
PS2	PO16	7	Characteristics Of Publicly Available !!Staphylococcus aureus!!! Genomes	Nir Gilad	Nir Gilad_1; Michal Ziv-Ukelson_2; Vered Chalifa-Caspi_1; Jacob Moran-Gilad_1	Ben-Gurion University; Ben Gurion University
PS2	PO17	7	Comparison Of Extended-spectrum Beta-lactamase (esbl)-producing !!Escherichia coli!!! Isolates From Hospitals, Ambulatory SETTINGS And The Community	Michael Pietsch	Michael Pietsch_1; Christoph Eller_2; Linda Falgenhauer_3; Rasmus Leistner_4; Giuseppe Valenza_5; Constanze Wendt_6; Guido Werner_1; Yvonne Pfeifer_1	Robert Koch Institute, FG 13 Nosocomial Pathogens and Antibiotic Resistance; Department of Laboratory Medicine, University Hospital Halle; Institute of Medical Microbiology, Justus Liebig University Giessen and German Center for Infection Research (DZIF), Partner site Giessen-Marburg-Langen, Campus Giessen; Charité Universitätsmedizin, Institut of Hygiene and Environmental Medicine; Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit (LGL); Labor Limbach
PS2	PO18	7	Characterization And Molecular Epidemiology Of Plasmid-mediated Quinolone Resistance !!Escherichia coli!!! Isolates From Algeria	Yanat Betitra	Yanat Betitra_1; Machuca Jesús_2; Díaz de Alba Paula_2; Abdelaziz Touati_1; Pascual Alvaro_2; Rodriguez Martinez Jose Manuel_2	Laboratory of microbial ecology. University of Bejaia; Department of microbiology. Faculty of medicine. University of Seville
PS2	PO19	7	Molecular Characterisation Of Carbapenem-resistant Gram-negative Bacteria From A Bulgarian Hospital	Yvonne Pfeifer	Yvonne Pfeifer_1; Angelina Trifonova_2; Michael Pietsch_1; Magdalena Brunner_1; Iva Todorova_2; Ivanka Gergova_2; Gottfried Wilharm_1; Guido Werner_1; Encho Savov_2	Robert Koch Institute; Military Medical Academy
PS2	PO21	7	Emergence Of Ctx-M -producing Clinical Isolates Of !!Klebsiella pneumoniae!!! In The University Hospital Establishment Of Oran, Algeria	ZEMMOUR Assia	ZEMMOUR Assia_1; DALI-YAHIA Radia_2; SAIDI OUAHRANI Nadjia_1; RAHMANI Bouabdallah_1; Christian G. GISKE_3	UNIVERSTY OF SCIENCES AND TECHNOLOGY; University Hospital Establishment 1st, Novembre 1954; KAROLINSKA UNIVERSITY HOSPITAL
PS2	PO22	7	Epidemiology Of Carbapenem-resistant !!Pseudomonas putida!!! Group Clinical Isolates Recovered From Screening Cultures	Silke Peter	Silke Peter_1; Philipp Oberhettinger_1; Ariane Kirste_1; Wichard Vogel_2; Daniela Dörfel_2; Daniela Bezdan_3; Stephan Ossowski_3; Matthias Marschal_1; Jan Liese_1; Matthias Willmann_1	Institute of Medical Microbiology and Hygiene, University of Tübingen; Medical Center, Department of Hematology, Oncology, Immunology, Rheumatology & Pulmonology, University of Tübingen; Genomic and Epigenomic Variation in Disease Group, Centre for Genomic Regulation (CRG), Barcelona, Spain Universitat Pompeu Fabra (UPF)
PS2	PO23	7	First Report Of Macrolide Resistance Among !!Shigella!!! Isolates In Israel Caused By The Mpha And Erm(b) Genes	Analia V. Ezernitchi	Analia V. Ezernitchi_1; Elizabeth Sirotkin_1; Vered Agmon_1; Lea Valinsky_1; Assaf Rokney_1	Ministry of Health
PS2	PO24	7	Ctx-m-55 Extended-spectrum Beta-lactamase Among Enterobacteriaceae From The Korean Antimicrobial Resistance Monitoring System, 2008 To 2015	Jin Seok Kim	Jin Seok Kim_1; Soo Jin Kim_1;Jungsun Park_1;Gyung Tae Chung_1; Junyoung Kim_1	Korea National Institute of Health, Division of Enteric Diseases
PS2	PO25	7	Active Screening And Genotyping Successfully Controls Outbreaks Of Multi-drug-resistant Enterobacteriaceae	Anneke van der Zee	Anneke van der Zee_1; Arjan Burggraaf_1; Lieuwe Roorda_1; Fer Vlaspolder_2; Jacobus M Ossewaarde_1	Maasstad Hospital; Maastad Hospital
PS2	PO26	7	Genetic Diversity And Molecular Analysis Of Quinolone-resistant !!Shigella sonnei!!! Isolates From Humans In Republic Of Korea, 2008-2014	Junyoung Kim	Junyoung Kim_1; Soo Jin Kim_1; Jin Seok Kim_1; Nan-Ok Kim_1; Sahyun Hong_1; Gyung Tae Chung_1	Korea National Institute of Health, Division of Enteric Diseases
PS2	PO27	7	Antimicrobial Resistance And Virulence Profile In Community And Hospital-acquired Urinary Tract Infections Caused By !!Klebsiella pneumoniae!!!	C. Caneiras	C. Caneiras_1; L. Lito_2; J. Melo-Cristino_3; A. Duarte_1	iMed.UL - Research Institute for Medicines and Pharmaceutical Sciences, Faculty of Pharmacy, University of Lisbon; Laboratory of Microbiology, Centro Hospitalar Lisboa Norte; Laboratory of Microbiology, Centro Hospitalar Lisboa Norte; Institute of Microbiology, Institute of Molecular Medicine, Faculty of Medicine, University of Lisbon
PS2	PO28	7	Increasing Cotrimoxazole Susceptibility Associated With Predominance Of International Clone 2 !!Acinetobacter baumannii!!! Clinical Isolates: A Nationwide	Spyros Pournaras	Spyros Pournaras_1; Konstantina Dafopoulo_1; Olympia Zarkotou_2; Aggeliki Poulou_3; Stamatina Levidiotou_4; Achilleas Gikas_5; Athanasios Tsakris_1;Greek Study Group on Acinetobacter Antimicrobial Resistance	Medical School, University of Athens; Tzaneio Hospital; Serres Hospital; Ioannina University Hospital; Heraklion University Hospital
PS2	PO29	7	Faecal Carriage Of ESBL Producing Bacteria Among Children In Dar Es Salaam, Tanzania	Marit Gjerde Tellevik	Marit Gjerde Tellevik_1; Sabrina J. Moyo_2; Samuel Y. Maselle_3; Bjørn Blomberg_1; Nina Langeland_2	Haukeland University Hospital; University of Bergen; Muhimbili University of Health and Allied Sciences
PS2	PO30	7	Establishing A Closed Reference Sequence Of A Vancomycin-resistance Plasmid From !!Enterococcus faecium!!!	Heidi Gumpert	Heidi Gumpert_1; Mette Pinholt_1; Peder Worning_1; Jesper Boye Nielsen_1; Henrik Westh_1	Hvidovre University Hospital
PS2	PO31	7	Ice Carrying Antimicrobial Resistance Genes Among Pig Isolates Of !!Streptococcus suis!!! In Poland	Ewa Sadowy	Ewa Sadowy_1; Agnieszka Bojarska_1; Zygmunt Pejsak_2; Waleria Hryniewicz_3	Department of Molecular Microbiology, National Medicines Institute; Department of Swine Diseases, National Veterinary Research Institute; Department of Epidemiology and Clinical Microbiology, National Medicines Institute
PS2	PO32	7	Investigations On Bacterial Fitness Of !!Escherichia coli!!! With Plasmid Mediated Beta-lactam Resistance	Michael Pietsch	Michael Pietsch_1; Yvonne Pfeifer_1; Guido Werner_1	Robert Koch Institute, FG 13 Nosocomial Pathogens and Antibiotic Resistance
PS2	PO33	7	A Gi Identified In Clinical And Environmental !!Mycobacterium avium!!! subsp. !!hominissuis!!! Isolates From Germany	Andrea Sanchini	Andrea Sanchini_1; TOrsten Semmler_1; Lei Mao_1; Astrid Lewin_1	Robert Koch Institute
PS2	PO34	8	Magnitude Of Gene Mutations Conferring Drug Resistant In !!Mycobacterium tuberculosis!!! Strains In Southwest Ethiopia	Mulualem Tadesse	Mulualem Tadesse_1; Dossegnaw Aragaw_1; Gemeda Abebe_1	Jimma University
PS2	PO35	8	Transforming Public Health Microbiology In The United States With Whole Genome Sequencing (WGS) - PulseNETt And Beyond	Peter Gerner-Smidt	Peter Gerner-Smidt_1	Centers for Disease Control and Prevention, Atlanta, United States
PS2	PO36	8	Oxa-48-producing Enterobacteriaceae In Poland, 2013-2015	Izdebski Radosław	Izdebski Radosław_1; Baraniak Anna_1; Urbanowicz Paweł_1; Fiett Janusz_1; Żabicka Dorota_1; Bojarska Katarzyna_1; Literacka Elżbieta_1; Hryniewicz Waleria_1; Gniadkowski Marek_1	National Medicines Institute
PS2	PO37	8	Report Of The First Worldwide Diffusion Of A Multiresistant Coagulase Negative Staphylococci And Comparative Genomics With Other !!S. capitis!!!	M Butin	M Butin_1; P Martins Simões_2; L Hoden_3; Y Dumont_3; H Lemriss_4; A Ibrahimi_4; J-C Picaud_1; A. Kearns_5; M A Deighton_6; O Denis_7; J-P Rasigade_2; F Laurent_2	Neonatal Intensive Care Unit, Hospices Civils de Lyon; CIRI - International Centre for Research in Infectious diseases, INSERM U1111, University of Lyon; Department of Clinical Microbiology, Hospices Civils de Lyon; Medical Biotechnology laboratory. (MedBiotech), Medical and Pharmacy School, University Mohammed V Souissi; Public Health England, staphylococcus Reference Service, Colindale; RMIT University, Bundoora; Erasme Hospital, Université Libre de Bruxelles, Laboratoire de Référence MRSA - Staphylocoques, Department of Microbiology
PS2	PO39	8	Monitoring Clonal Diversity Of Extended-spectrum Cephalosporin-resistant Enterobacteriaceae Colonizing The Human Gut 3 Months After Traveling To India	João Pires	João Pires_1; Esther Kuenzli_2; Sara Kasraian_1; Regula Tinguely_1; Hansjakob Furrer_3; Markus Hilty_1; Christoph Hatz_2; Andrea Endimiani_1	Institute for Infectious Diseases, University of Bern; Swiss Tropical and Public Health Institute, Basel; Epidemiology, Biostatistics and Prevention Institute, University of Zurich; Department of Infectious Diseases, Bern University Hospital, University of Bern
PS2	PO40	8	Ongoing Evolution In The Hypervirulent Cc17 Clone Of !!Streptococcus agalactiae!!!	Elisabete Martins	Elisabete Martins_1; Cristiano Rousado_1; José Melo-Cristino_1; Mário Ramirez_1	Instituto de Medicina Molecular, Faculdade de Medicina, Universidade de Lisboa
PS2	PO41	8	Integrated Analysis Pipelines For Whole Genome MLST And Whole Genome SNP In Bionumerics® 7.6 Applied To Publicly Available !!Listeria monocytogenes!!! Isolates	Katleen Vranckx	Katleen Vranckx_1; Katrien De Bruyne_1; Bruno Pot_1; Hannes Pouseele_1	Applied Maths NV
PS2	PO42	8	From Typened To Regiotype To Eurotype: Moving Towards A Comprehensive Surveillance Strategy For Emerging Viruses	R. Poelman	R. Poelman_1; D. Luijt_2; R. van Rhee-Luderer_3; W. Niessen_4; M. van Genne_1; C. Van Leer-Buter_1; B. Niesters_1	University Medical Center Groningen; Certe, Center for infectious Diseases; Izore, Center for infectious Diseases; Regional Public Health service (GGD)
PS2	PO43	8	Detection Of An Expanding !!Streptococcus pneumoniae!!! Serotype 12f Clone With Acquired Antibiotic Resistance, Circulating In Africa And Asia	Rebecca A. Gladstone	Rebecca A. Gladstone_1; Brenda Kwambana-Adams_2; Mignon Du Plessis_3; Maaike Alaerts_4; Paulina Hawkins_5; Rama Kandasamy_6; Ben J. Metcalf_7; Somporn Srifuengfung_8; Stuart C. Clarke_9; Abdullah W. Brooks_10; Veeraraghavan Balaji_1_1; Diederik van de Beek_1_2; Sarah E. Burr_2; Bernard Beall_7; Andrew J. Pollard_6; Paul Turner1_3; Dean B. Everett_4; Martin Antonio_2; Anne von Gottberg_1_4; Keith P. Klugman_5; Lesley McGee_7; Robert F. Breiman_1_5; Stephen D. Bentley_1	Pathogen Genomics, Wellcome Trust Sanger Institute, Hinxton, UK; Vaccines and Immunity Theme, MRC Unit The Gambia; National Institute for Communicable Diseases,Johannesburg, South Africa; Malawi-Liverpool-Wellcome-Trust, Malawi; Rollins School Public Health, Emory University, Atlanta, USA; Oxford Vaccine Group, Department of Paediatrics, University of Oxford, and the NIHR Oxford Biomedical Research Centre, Oxford UK; Centers for Disease Control and Prevention, Atlanta, USA. The findings and conclusions in this report are those of the authors and do not necessarily represent the official position of the Centers for Disease Control and Prevention.; Siriraj Hospital, Mahidol University, Bangkok, Thailand; Faculty of Medicine and Institute of Life Sciences, University of Southampton, UK; International Centre for Diarrheal Diseases Research, Dhaka, Bangladesh; Christian Medical College, Vellore, India; Department of Neurology, Academic Medical Center, Center of Infection and Immunity Amsterdam (CINIMA), University of Amsterdam, Amsterdam, The Netherlands; Centre for Tropical Medicine and Global Health, Nuffield Department of Medicine, University of Oxford, Oxford, UK; National Institute for Communicable Diseases, Johannesburg, South Africa; The Emory Global Health Institute, Atlanta, USA. On behalf of all Global Pneumococcal Sequencing project partners. www.pneumogen.net/gps
PS2	PO44	8	Two Decades Of Epidemiological Surveillance Of !!Burkholderia cepacia!!! Complex Bacteria In Respiratory Infections At A Portuguese Cystic Fibrosis Center	Carla P. Coutinho	Carla P. Coutinho_1; Ana S. Moreira_1; A. Amir Hassan_1; Sandra C. dos Santos_1; Celeste Barreto_2; Luísa Pereira_2; Pilar Azevedo_3; Luís Lito_4; José Melo-Cristino_4; Isabel Sá-Correia_1	iBB-Institute for Bioengineering and Biosciences, Department of Bioengineering, Instituto Superior Técnico (IST), Universidade de Lisboa, Av. Rovisco Pais, 1049-001 Lisbon, Portugal; Cystic Fibrosis Center, Department of Paediatrics, Hospital de Santa Maria, Centro Hospitalar Lisboa Norte, Av. Prof. Egas Moniz, 1649-028 Lisbon, Portugal; Cystic Fibrosis Center, Adults Pulmonology Unit, Hospital de Santa Maria, Centro Hospitalar Lisboa Norte, Av. Prof. Egas Moniz, 1649-028 Lisbon, Portugal; Laboratório de Patologia Clínica, Hospital de Santa Maria, Centro Hospitalar Lisboa Norte, Av. Prof. Egas Moniz, 1649-028 Lisbon, Portugal
PS2	PO45	8	Transforming Public Health Microbiology For Campylobacter With Whole Genome Sequencing: PulseNET And Beyond	Collette Fitzgerald	Collette Fitzgerald_1; Vikrant Dutta_1; Jan Pruckler_1; Darlene Wagner_1; Grant Williams_1; Heather Carleton_1; Christy Bennett_1; Lavin Joseph_1; Eija Trees_1; Andrew Huang_1; Lee S. Katz_1; Lori Gladney_1; Martin C. J. Maiden_2; William Miller_3; Y. Chen_4; S. Zhao_4; Pat McDermott_4; J. Whichard_1; E. M. Ribot_1; H. Pouseele_5; P. Gerner-Smidt_1	CDC; Department of Zoology, University of Oxford; Agricultural Research Service, United States Department of Agriculture; Center for Veterinary Medicine, United States Food and Drug Administration; Applied Maths, Inc.
PS2	PO46	8	Carbapenemase Genes, Oxy Types And MLST Types Of Four Danish Meropenem Non-susceptible Clinical !!Klebsiella oxytoca!!! Strains	Hansen DS	Hansen DS_1; Littauer P_2; Justesen US_3; Hammerum AM_4; Hasman H_4	Herlev Hospital; Hvidovre Hospital; Rigshospitalet; Statens Serum Institut
PS2	PO47	8	!!Staphylococcus epidermidis!!! Nosocomial Strain In Breast Milk Of Mothers Of Preterm Neonates	Hiie Soeorg	Hiie Soeorg_1; Tuuli Metsvaht_2; Imbi Eelmäe_2; Sirli Treumuth_1; Mirjam Merila_3; Mari-Liis Ilmoja_4; Irja Lutsar_1	Department of Microbiology, University of Tartu; Pediatric Intensive Care Unit, Tartu University Hospital; Department of Neonatology, Children’s Clinic, Tartu University Hospital; Pediatric Intensive Care Unit, Tallinn Children´s Hospital
PS2	PO48	8	Implementation Of Whole Genome Sequencing (WGS) For Surveillance And Outbreak Detection Of Shiga Toxin-producing !!Escherichia coli!!! (stec) In The United States	Rebecca L. Lindsey	Rebecca L. Lindsey_1; Heather Carleton_1; Sung Im_1; Morgan Schroeder_1; Katrine Joensen_2; Flemming Scheutz_2; Lisley Garcia-Toledo_1; Nancy Strockbine_1; Efrain Ribot_1; Eija Trees_1; Kelley Hise_1; Hannes Pouseele_3; Peter Gerner-Smidt_1	Centers for Disease Control and Prevention; Statens Serum Institut; Applied Maths
PS2	PO49	8	Molecular Characterization Of Vancomycin-resistant Enterococci In Hong Kong	Margaret Ip	Margaret Ip_1; Christopher Lai_2; CY Chiu_1; Kitty Fung_3; Raymond Lai_4; Dominic Tsang_2	Chinese University of Hong Kong; Queen Elizabeth Hospital; United Christian Hospital; Prince of Wales Hospital
PS2	PO50	8	Biocide Resistance Genes In !!Staphylococcus aureus!!! From Portuguese Ex-colonies In Africa: Very High Prevalence And Antimicrobial Cross-resistance	Teresa Conceição	Teresa Conceição_1; Céline Coelho_1; Hermínia de Lencastre_2; Marta Aires-de-Sousa_3	Instituto de Tecnologia Química e Biológica António Xavier; Laboratory of Microbiology and Infectious Diseases, The Rockefeller University; Escola Superior de Saúde da Cruz Vermelha Portuguesa
PS2	PO51	8	Emergence Of Pan-resistance In Kpc-2 Carbapenemase-producing !!Klebsiella pneumoniae!!! In Crete, Greece	E Bathoorn	E Bathoorn_1; C Tsioutis_2; JM da Silva Voorham_1; EV Scoulica_3; E. Ioannidou_4; K. Zhou_1; JW Rossen_1; A Gikas_2; AW Friedrich_1; H Grundmann_1	Department of Medical Microbiology, University of Groningen, University Medical Center Groningen; Department of Internal Medicine, Infectious Diseases Unit, University Hospital of Heraklion; Laboratory of Clinical Bacteriology and Molecular Microbiology, Faculty of Medicine, University of Crete; Department of Internal Medicine, Rethymnon General Hospital
PS2	PO52	8	Characterization Of Uncommon Clones Of Carbapenemase-producing !!Acinetobacter baumannii!!! From Nosocomial Settings In Tunis (tunisia)	Aymen Mabrouk	Aymen Mabrouk_1; Filipa Grosso_2; Liliana Silva_3; Clara Sousa_4; Wafa Achour_1; Assia Ben Hassen_1; Luísa Peixe_2	Laboratories UR12ES02-The National Bone Marrow Transplant Centre; University of Carthage, Faculty of Sciences of Bizerte; UCIBIO-REQUIMTE- Laboratório de Microbiologia, Faculdade de Farmácia, Universidade do Porto; UCIBIO-REQUIMTE, Laboratório de Microbiologia, Faculdade de Farmácia, Universidade do Porto; ESALD, Instituto Politécnico de Castelo Branco; CEB-Centro de Engenharia Biológica, Universidade do Minho
PS2	PO53	8	Phylogenetic Analysis Of Severe Fever With Thrombocytopenia Syndrome Virus And Migratory Bird Routes Between China, South Korea, And Japan	Ji-Hoon Kang	Ji-Hoon Kang_1; SANG TAEK HEO_1	JEJU NATIONAL UNIVERSITY
PS2	PO54	8	Burden Evaluation Of Hand Soap’s Contamination By !!Pseudomonas aeruginosa!!! In A Tertiary Care Hospital Using Whole Genome Sequencing	Bárbara Magalhães	Bárbara Magalhães_1; Mohamed M. H. Abdelbary_1; Guy Prod´Hom_2; Gilbert Greub_2; Jean-Blaise Wasserfallen_3; Patrick Genoud_4; Giorgio Zanetti_1; Laurence Senn_1; Dominique S. Blanc_1	Service of Hospital Preventive Medicine, Lausanne University Hospital; Institue of Microbiology, Lausanne University Hospital; Medical directorate; Nurse directorate
PS2	PO55	8	Molecular Surveillance And Emergence Of Carbapenemases At A University Hospital In Germany Over A Five Year-period	Andreas F. Wendel	Andreas F. Wendel_1; Colin R. MacKenzie_1	Institute of Medical Microbiology and Hospital Hygiene
PS2	PO57	8	A Molecular Survey Of !!Campylobacter jejuni!!! And !!Campylobacter coli!!! Virulence And Diversity	Mahdi Ghorbanalizdgan	Mahdi Ghorbanalizdgan_1; BitaBakhshi_2; ShahinNajar-Peerayeh_2	Department of Bacteriology, Faculty of Medical Sciences, TarbiatModares University, Tehran, IR Iran; Department of Bacteriology, Faculty of Medical Sciences,Baqiyatallah University, Tehran,IR Iran
PS2	PO58	8	Emergence And Dissemination Of A Linezolid-resistant !!Staphylococcus capitis!!! Clone In Europe	P Martins Simoes	P Martins Simoes_1; M. Butin_1; C. Dupieux_1; L. d´Anthouard_1; D. Leyssene_2; S. Bordes-Couecou_3; B. Pichon_4; H. Meugnier_1; N. Lemaitre_5; F. Schramm_5; F. Vandenesch_1; I. Spiliopoulou_6; H-L Hyyryläinen_7; A. Kearns_4; O. Dumitrescu_1; F. Laurent_1	National Reference Center for Staphylococci, Hospices Civils de Lyon, CIRI INSERM U1111, Lyon 1 University; Department of Bacteriology, Centre Hospitalier de la Côte Basque; Infection Control Committee, Centre Hospitalier de la Côte Basque; Public Health England; Department of Bacteriology,CHRU,; Department of Bacteriology; National Institute for Health and Welfare/ THL
PS2	PO59	8	Whole Genome Sequencing Data Confirm A Transmission Of !!Salmonella enterica!!! Serovar Typhimurium Phage Type Dt41 In Danish Poultry Production	Ann-Sofie Hintzmann	Ann-Sofie Hintzmann_1; Gitte Sørensen_1; Dorte Lau Baggesen_1	National Food Institute
PS2	PO60	8	Dominance Of !!Escherichia coli!!! St131 H30 Subclone In A Portuguese Long Term Care Facility	Ana Constança Mendes	Ana Constança Mendes_1; Carla Rodrigues_1; Helena Ramos_2; Luísa Peixe_1; Ângela Novais_1	UCIBIO@REQUIMTE. Laboratório Microbiologia, Faculdade de Farmácia, Universidade do Porto; Centro Hospitalar do Porto
PS2	PO61	8	Salmonella Surveillance By Whole Genome Sequencing: WG-MLST And WG-SNP Approaches Using The Bionumerics Platform.	Hannes Pouseele	Hannes Pouseele_1; Katrien De Bruyne_1; Johan Goris_1; Bruno Pot_1; Koen Janssens_1	Applied Maths NV
PS2	PO62	8	Molecular Epidemiology Of !!Klebsiella pneumoniae!!!: Multiclonal Dissemination Of Ctx-m-15 Extended Spectrum Β-lactamase	C. Caneiras	C. Caneiras_1; L. Lito_2; J. Melo-Cristino_3; A. Duarte_1	iMed.UL - Research Institute for Medicines and Pharmaceutical Sciences, Faculty of Pharmacy, University of Lisbon; Laboratory of Microbiology, Centro Hospitalar Lisboa Norte; Laboratory of Microbiology, Centro Hospitalar Lisboa Norte; Institute of Microbiology, Institute of Molecular Medicine, Faculty of Medicine, University of Lisbon
